article_id,positive_sentiment,negative_sentiment,organizations,persons,locations,timestamp,longitude,latitude
20190407141500-734,5.46282245827011,5.007587253414259,european union;european research group;labour party;cnn,theresa may;michael gove;zahid mahmood;amber rudd;matt wells;jeremy corbyn;jacob rees-mogg;boris johnson,"United Kingdom;London, London, City Of, United Kingdom",20190407141500,-4.0,54.0
20190719024500-246,1.49558123725357,7.20598232494901,british museum;jesus fellowship church;young;northamptonshire police;jesus army,noel stanton;philippa muller,"United Kingdom;Northamptonshire, Northamptonshire, United Kingdom",20190719024500,-4.0,54.0
20190322171500-2426,5.945945945945951,1.44144144144144,silver trust;federal reserve,mike mcglone,"New York, United States",20190322171500,-74.9384,42.1497
20190725160000-1196,3.75586854460094,7.981220657277,clearwater police department;clearwater police;national weather service;cnn;united states,hollie silverman;michael ogliaruso;amir vera,"Florida, United States;Clearwater, Florida, United States;United States;Tampa, Florida, United States;Clearwater Beach, Florida, United States",20190725160000,-81.717,27.8333
20190729060000-426,5.4987212276214805,1.53452685421995,,jane goodall;chimamanda ngozi adichie;yara shahidi;jameela jamil;ramla ali;greta thunberg;christy turlington burns;jacinda ardern;adwoa aboah;francesca hayward;adut akech;laverne cox;rob picheta;michelle obama;edward enninful;sinead burke;salma hayek pinault;jane fonda;gemma chan;prince harry,"Cambridge, Cambridgeshire, United Kingdom;Sussex, East Sussex, United Kingdom;New Zealand;United Kingdom",20190729060000,0.116667,52.2
20191217223000-341,2.88461538461538,6.3034188034188,mexican army;villa union;white house;cartel of the;cnn,enedelia estrada tovar,"Mexico;Eagle Pass, Texas, United States;Texas, United States;White House, District Of Columbia, United States;Mexico City, Distrito Federal, Mexico;Villa Union, Durango, Mexico;La Laguna, Sonora, Mexico;Coahuila, Sonora, Mexico;Spain",20191217223000,-102.0,23.0
20190926043000-1220,2.71362586605081,1.2702078521940001,york stock exchange;foot locker;ibm;cnn;united states;adidas;new york stock exchange;facebook;cleveland cavaliers,sucharita kodali;hans tung;hong kong luber;steve aoki;mark wahlberg;ben baller;dan gilbert;josh luber;brendan dunne;billy woodward;los angeles;matt powell;louis vuitton;karlie kloss;marc benioff,"Japan;United States;Netherlands;Hong Kong;Texas, United States;Detroit, Michigan, United States;China;San Antonio, Texas, United States;Michigan, United States",20190926043000,138.0,36.0
20190810010000-428,3.6065573770491803,2.95081967213115,us centers for disease;cnn,jeffrey lurie;cleveland cavalieres;victor ykoruk;tiki barber;ryan hammond;uma srivastava;ryan ykoruk,"Minnesota, United States;New York, United States;Alabama, United States;Texas, United States;Denver, Colorado, United States;Philadelphia, Pennsylvania, United States",20190810010000,-93.9196,45.7326
20190820163000-1122,1.4925373134328401,3.35820895522388,environmental science technology;waste alliance;san francisco international airport;cnn,alisha ebrahimji,United States,20190820163000,-98.5795,39.828175
20190604184500-125,1.61290322580645,4.51612903225806,cnn;national firearms;national instant criminal background check system;bureau of alcohol;united states,reginald graham;genece brinkley;van jones;meek mill;barack obama;ryan cleckner,"Pennsylvania, United States;Philadelphia, Pennsylvania, United States;Sao Paulo, ṢPaulo, Brazil;Tennessee, United States;United States;United Kingdom;Massachusetts, United States;Brazil;Canada;Sandy Hook, Connecticut, United States;Connecticut, United States",20190604184500,-77.264,40.5773
20190410230000-348,2.3255813953488396,2.3255813953488396,house financial services committee,maxine waters;steven mnuchin,,20190410230000,,
20190826150000-1494,2.2792022792022797,7.6923076923076925,facebook,michelle bolsonaro;jair bolsonaro,"Biarritz, Aquitaine, France;Portugal;France;Brazil",20190826150000,-1.55558,43.4801
20191109100000-445,2.90909090909091,3.2727272727272703,government communications headquarters,monte cassino;albert hall;tim laurence;prince harry,"Cambridge, Cambridgeshire, United Kingdom;Sussex, East Sussex, United Kingdom;United Kingdom;Gloucester, Gloucestershire, United Kingdom;Mounts Bay, Cornwall, United Kingdom;Bahamas, The",20191109100000,0.116667,52.2
20190916064500-572,1.32827324478178,6.64136622390892,international union for conservation of nature;reuters;greenpeace international,lilis alice;joko widodo;bjorn vaughn,"Malaysia;Philippines;Thailand;Kalimantan, Indonesia (General), Indonesia;South Sumatra, Sumatera Selatan, Indonesia;Palangkaraya, Kalimantan Tengah, Indonesia;South Kalimantan, Kalimantan Selatan, Indonesia;Singapore;Riau, Indonesia (General), Indonesia;Jambi, Jambi, Indonesia;Indonesia",20190916064500,112.5,2.5
20191115221500-38,4.12044374009509,4.27892234548336,global crossing;john l weinberg center;university of delaware;weinberg center,michael jordan;laurenz lankes;john legere;adam neumann;robert nardelli;charles m elson;al dunlap,,20191115221500,,
20190222094500-912,6.92607003891051,2.6459143968871603,royal academy assistant curator;royal academy,jean fouquet;lucy chiswell;virgin mary;saint sebastian;jill burke;fra bartolommeo,Italy;France,20190222094500,12.833333,42.833333
20200106060000-36,3.8922155688622797,6.2874251497006,trump administration;members of congress;authorization for the use of military force;defense department,donald trump;tim kaine;elissa slotkin;qasem soleimani,"Virginia, United States;United States;Michigan, United States;Iran;Washington, Washington, United States",20200106060000,-78.2057,37.768
20191106160000-1171,1.13314447592068,2.8328611898017,columbia university center;sustainable development;africa pretoria university;star movement;cnn;reuters,vincenzo cramarossa;jeffrey d sachs;greta thunberg;lorenzo fioramonti;jeremy rifkin,"Italy;Chile;United States;Pretoria, Gauteng, South Africa;Spain",20191106160000,12.833333,42.833333
20190314203000-1583,1.80253994264646,3.1134780827529704,instagram;walmart;human services;american diabetes association;eli lilly;department of health;university of southern california center;novo nordisk,eli lilly humalog;sanofi apidra;novo nordisk novolog;kristen daniels;elizabeth warren;eli lilly;lauren hyre;william cefalu;laura marston;elizabeth rowley;jan schakowsky;emily mackey;alec smith;bernie sanders,"Mexico;Arizona, United States;United States;India;United Kingdom;Washington, Washington, United States;Tijuana, Baja California, Mexico;University Of Southern California, California, United States;California, United States;San Diego, California, United States;Virginia, United States;Capitol Hill, District Of Columbia, United States;Richmond, Virginia, United States",20190314203000,-102.0,23.0
20190719103000-490,3.09278350515464,4.467353951890031,google,richard thomas,"Geneva, Gen̬, Switzerland;South Africa;Wellington, New Zealand (General), New Zealand;New Zealand;United Kingdom",20190719103000,6.14811,46.1956
20190514000000-946,3.2579185520362,8.32579185520362,supreme court;while the supreme court,patrick murphy;clarence thomas;justice john roberts;brett kavanaugh;neil gorsuch;aubrey hawkins;justice elena kagan;justice samuel alito;justice stephen breyer;colin kass,"Texas, United States;Washington, Washington, United States",20190514000000,-97.6475,31.105999999999998
20190107133000-2041,2.60545905707196,0.992555831265509,courtesy scandinavian airlines;cape air;scandinavian airlines;cessna;cnn,rickard gustafson;dan wolf;peter scherrer;paula newton;kevin oshea,"New York, United States;Westchester, New York, United States;United States;Westchester County Airport, New York, United States",20190107133000,-74.9384,42.1497
20190326044500-1225,2.29885057471264,5.747126436781612,lamborghini;york police;rolls royce;cnn,lu wanzhen,"China;California, United States;Toronto, Ontario, Canada",20190326044500,105.0,35.0
20191127073000-1372,3.78548895899054,0.315457413249211,,,,20191127073000,,
20190122151500-1824,1.99203187250996,3.5856573705179304,,a tupolev tu;vladimir putin;tupolev tu,"Avangard, Primorskiy Kray, Russia;Russia",20190122151500,132.726,42.8908
20191122004500-42,2.83842794759825,4.80349344978166,victoria secret;wexner foundation,stuart burgdoerfer;ed razek;jeffrey epstein;leslie wexner,"New York, United States;Ohio, United States;United States",20191122004500,-74.9384,42.1497
20191024083000-1253,3.2208588957055198,2.91411042944785,dublin city university educational;king college london;ulster unionist party;northern ireland assembly;royal navy;irish chamber;us meritorious service medal;democratic unionist party,doug beattie;robin swann;steve aiken;mike nesbitt;jim nicholson;danny kennedy,"Afghanistan;Iraq;United Kingdom;Dublin City, Dublin City, Ireland;County Antrim, Ballymena, United Kingdom;Cambridge, Cambridgeshire, United Kingdom;Ireland;Dublin, Dublin, Ireland;Newtownabbey, Newtownabbey, United Kingdom;London, London, City Of, United Kingdom",20191024083000,66.0,33.0
20200107231500-1463,1.7391304347826102,7.82608695652174,mexico foreign ministry;department of homeland security;cnn;united states,mark morgan;kevin mcaleenan,Mexico;Honduras;Chad;United States;Guatemala;El Salvador,20200107231500,-102.0,23.0
20190807133000-1480,3.7037037037037,11.1111111111111,,,,20190807133000,,
20191020114500-606,1.94264569842738,6.2904717853839,twitter;european union;parliament square;eu council;cnn;mps of the democratic unionist party;scottish national party,theresa may;john mcdonnell;johnson brexit;luke mcgee;sammy wilson;john bercow;jeremy corbyn;donald tusk;boris johnson;jacob rees-mogg;oliver letwin,"United Kingdom;Brussels, Bruxelles-Capitale, Belgium;Northern Ireland, Craigavon, United Kingdom;London, London, City Of, United Kingdom;Edinburgh, Edinburgh, City Of, United Kingdom",20191020114500,-4.0,54.0
20190610164500-2780,2.04778156996587,7.50853242320819,,,"Middlesbrough, Redcar And Cleveland, United Kingdom",20190610164500,-1.16278,54.5728
20190817044500-573,1.7857142857142905,4.46428571428571,spiritual center;walmart,antonio basco;margie reckard,"El Paso, Texas, United States;Texas, United States",20190817044500,-106.48700000000001,31.7587
20190711000000-1875,1.47058823529412,4.28921568627451,senate republicans;white house;senate minority leader chuck schumer;senate rules committee;cnn;national intelligence dan coats;senate democrats;senate majority leader mitch mcconnell;house homeland security committee,marco rubio;donald trump;chris wray;lindsey graham;kevin mcaleenan;mike rogers;vladimir putin;roy blunt;bennie thompson;chris murphy,"Florida, United States;Alabama, United States;Russia;Washington, Washington, United States;Mississippi, United States;Connecticut, United States",20190711000000,-81.717,27.8333
20190909124500-1894,1.9553072625698305,6.28491620111732,office for national statistics,paul dales,Germany;United Kingdom,20190909124500,10.5,51.5
20190528154500-1307,1.3921113689095101,11.8329466357309,cnn,joshua berlinger;agencia brasil;sergio moro;jair bolsonaro;anisio jobim,"Amazonas, Amazonas, Peru;Lima, Lima, Peru;Brazil;Manaus, Amazonas, Brazil",20190528154500,-78.0,-5.0
20191217203000-2473,3.5087719298245603,8.7719298245614,us supreme court justice ruth bader ginsburg,razia iqbal,,20191217203000,,
20190218004500-1287,4.15335463258786,4.15335463258786,facebook;cnn,amanda jackson;chris nocco,"Florida, United States;Pasco County, Florida, United States;Tampa, Florida, United States",20190218004500,-81.717,27.8333
20190209120000-738,2.56410256410256,12.8205128205128,bardo museum,chamseddine al-sandi;el kantaoui,"Tunisia;Libya;Sousse, Susah, Tunisia;United Kingdom;Tunis, (Ts26), Tunisia",20190209120000,9.0,34.0
20191122014500-336,2.1276595744680904,5.16717325227964,associated press;olympics,jake burton carpenter;miller fisher,"Vermont, United States",20191122014500,-72.7093,44.0407
20191119154500-1892,2.9279279279279304,2.02702702702703,,michelle gass;millennials kohl,"New York, United States;Marshall Islands",20191119154500,-74.9384,42.1497
20190802100000-308,3.03030303030303,4.04040404040404,,alex squires,United Kingdom,20190802100000,-4.0,54.0
20191227203000-1524,6.1688311688311686,0.6493506493506489,walmart;best buy,,,20191227203000,,
20190103193000-1201,2.00803212851406,2.61044176706827,white house;cnn,kevin liptak;donald trump;barack obama,"Florida, United States;New Hampshire, United States;New Jersey, United States;Washington, Washington, United States;Bedminster, New Jersey, United States",20190103193000,-81.717,27.8333
20190701053000-41,1.6,5.86666666666667,centers for disease;us embassy;twitter;bureau of alcohol;cnn,chuck schumer;yorker vittorio caruso;rosa flores;chuck schumer senschumer,"New York, United States;United States;Dominican Republic",20190701053000,-74.9384,42.1497
20191128233000-1332,4.71380471380471,2.6936026936026902,youtube;revlon,,,20191128233000,,
20190730223000-2749,2.04081632653061,5.21541950113379,democratic party;senate minority leader chuck schumer;senate democrat;cnn;murray the senate no;house judiciary committee;senate democrats;senate democratic,donald trump;dick durbin;robert mueller;patty murray;nancy pelosi,"Illinois, United States;Russia;White House, District Of Columbia, United States",20190730223000,-89.0022,40.3363
